ien	name	item_text	type	package	entry_action	exit_action
1264	PSJ OR PAT PR MENU	Inpatient Medications Profiles	M	INPATIENT MEDICATIONS		
1265	PSJ OR PAT ADT	Inpatient Medications Actions on Patient ADT	A	INPATIENT MEDICATIONS	D ^PSJADT	
1266	DGOERR NOTE	MAS Notifications	X	REGISTRATION	D EN^DGOERNOT	
1267	DGJ INCOMPLETE EVENT	Incomplete Records Event Driver	X		D ^DGJTEVT	
1268	LRT ALUMINUM SERUM RED TOP	ALUMINUM	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1269	GMRADGPM MARK CHART	FIRE MARK CHART BULLETIN ON NEW ADMISSION	X	ADVERSE REACTION TRACKING	D EN1^GMRADGMV	
1270	DG MEANS TEST EVENTS	Means Test Event Driver	X	REGISTRATION		
1271	DG MEANS TEST AUDIT	Means Test Audit Event	X		D EN^DGMTAUD	
1272	DG MEANS TEST DOM	Means Test Check for DOM Patients	A		D EN^DGMTDOM	
1273	LR OCCULT BLOOD	OCCULT BLOOD	L	LAB SERVICE	D EN^LRXO0	
1274	SDAM APPT CHECK IN	Check In	A	SCHEDULING	D CI^SDAM2	
1275	SDAM APPT MAKE	Make Appointment	A	SCHEDULING	D MAKE^SDAM2	
1276	SDAM LIST MENU	Appointment Lists	M	SCHEDULING	S XQORM(0)="1A"	S:'$D(VALMBCK) VALMBCK="" D EXIT^SDAM
1277	SDAM LIST CHECKED IN	Checked In	A	SCHEDULING	S X="CHECKED IN" D LIST^SDAM	
1278	SDAM LIST NO SHOWS	No Shows	A	SCHEDULING	S X="NO SHOWED" D LIST^SDAM	
1279	SDAM LIST ALL	Total Appt Profile	A	SCHEDULING	S X="ALL" D LIST^SDAM	
1280	SDAM LIST CHECKED OUT	Checked Out	A	SCHEDULING	S X="CHECKED OUT" D LIST^SDAM	
1281	SDAM LIST NO ACTION	No Action Taken	A	SCHEDULING	S X="NO ACTION TAKEN" D LIST^SDAM	
1282	SDAM PATIENT CHANGE	Change Patient	A	SCHEDULING	D PAT^SDAM10	D EXIT^SDAM
1283	SDAM CLINIC CHANGE	Change Clinic	A	SCHEDULING	D CLN^SDAM3	D EXIT^SDAM
1284	SDAM DATE CHANGE	Change Date Range	A	SCHEDULING	D DATE^SDAM2	D EXIT^SDAM
1285	SDAM APPT UNSCHEDULED	Unscheduled Visit	A	SCHEDULING	S SDWLLIST=1 D WI^SDAM2	K SDWLLIST
1286	SDUL NEXT SCREEN	Next Screen	A	SCHEDULING	D NEXT^SDUL4	
1287	SDUL PREVIOUS SCREEN	Previous Screen	A	SCHEDULING	D PREV^SDUL4	
1288	SDUL REFRESH	Refresh Screen	A	SCHEDULING	D RE^SDUL4	
1289	SDUL LAST SCREEN	Last Screen	A	SCHEDULING	D LAST^SDUL4	
1290	SDUL FIRST SCREEN	First Screen	A	SCHEDULING	D FIRST^SDUL4	
1291	SDAM BLANK 1	   	A	SCHEDULING		
1292	SDUL UP ONE LINE	Up a Line	A	SCHEDULING	D UP^SDUL4	
1293	SDUL DOWN A LINE	Down a Line	A	SCHEDULING	D DOWN^SDUL4	
1294	SDAM BLANK 2	   	A	SCHEDULING		
1295	SDAM BLANK 3	   	A	SCHEDULING		
1296	SDAM BLANK 4	   	A	SCHEDULING		
1297	SDAM BLANK 5	   	A	SCHEDULING		
1298	SDAM BLANK 6	   	A	SCHEDULING		
1299	SDAM BLANK 7	   	A	SCHEDULING		
1300	SDAM LIST CANCELLED	Cancelled	A	SCHEDULING	S X="CANCELLED" D LIST^SDAM	
1301	SDUL DISPLAY	Display List	M	SCHEDULING		
1302	SDAM APPOINTMENT EVENTS	Appointment Event Driver	X	SCHEDULING		D EN^SCDXHLDR
1303	SDUL QUIT	Quit	A	SCHEDULING	Q	
1304	SDUL PRINT SCREEN	Print Screen	A	SCHEDULING	D PRT^SDUL1	
1305	SDUL PRINT LIST	Print List	A	SCHEDULING	D PRTL^SDUL1	
1306	SDAM APPT CANCEL	Cancel Appointment	A	SCHEDULING	D EN^SDAMC	
1307	SDAM LIST FUTURE	Future Appointments	A	SCHEDULING	D FUT^SDAM	
1308	SDAM LIST INPATIENT	Inpatient Appointments	A	SCHEDULING	S X="INPATIENT" D LIST^SDAM	
1309	SDUL EXPAND	Expand Entry	A	SCHEDULING	I $D(^TMP("SDUL DATA",$J,SDULEVL,"EXP")),^("EXP")]"" X ^("EXP")	S:'SDULCC SDULBCK="R"
1310	SDUL TURN ON/OFF MENUS	Auto-Display(On/Off)	A	SCHEDULING	D MENU^SDUL2	
1311	SDUL BLANK 1		A	SCHEDULING		
1312	SDUL SEARCH LIST	Search List	A	SCHEDULING	D FIND^SDUL40	
1313	LR LIME DISEASE	LIME DISEASE	L	LAB SERVICE	D EN^LRXO0	
1314	SD PARM EDIT PARAMETERS	Edit Parameters	A		D 1^SDPARM2	
1315	SD PARM EDIT DIVISION	Edit Div Params	A		D 2^SDPARM2	
1316	SDUL BLANK 2		A	SCHEDULING		
1317	SDUL BLANK 3		A	SCHEDULING		
1318	SDUL BLANK 4		A	SCHEDULING		
1319	SDUL BLANK 5		A	SCHEDULING		
1320	SDUL BLANK 6		A	SCHEDULING		
1322	SDAM APPT NO-SHOW	No-Show	A	SCHEDULING	D EN^SDAMN	
1323	SDUL DISPLAY W/EXPAND	Display List	M	SCHEDULING		
1324	SDAM LIST NON-COUNT	Non-Count Appointments	A	SCHEDULING	S X="NON-COUNT" D LIST^SDAM	
1325	IBACM1 DATE CHANGE	Change Date Range	A	INTEGRATED BILLING	D DATE^IBECEA	D EXIT^IBECEA
1326	IBACM PATIENT CHANGE	Change Patient	A	INTEGRATED BILLING	D PAT^IBECEA	D EXIT^IBECEA
1327	LR CHLAMYDIA TEST (MANCHESTER)	CHLAMYDIA TEST (MANCHESTER)	L	LAB SERVICE	D EN^LRXO0	
1328	LR BLOOD COMPONENT LOG-IN	BLOOD COMPONENT LOG-IN	L	LAB SERVICE	D EN^LRXO0	
1329	LR PATIENT PHENOTYPING	PATIENT PHENOTYPING	L	LAB SERVICE	D EN^LRXO0	
1330	LR UNIT PHENOTYPING	UNIT PHENOTYPING	L	LAB SERVICE	D EN^LRXO0	
1331	LR UNIT ABO RECHECK	UNIT ABO RECHECK	L	LAB SERVICE	D EN^LRXO0	
1332	LR UNIT RH RECHECK	UNIT RH RECHECK	L	LAB SERVICE	D EN^LRXO0	
1333	LR UNIT MODIFICATION	UNIT MODIFICATION	L	LAB SERVICE	D EN^LRXO0	
1334	LR UNIT RELOCATION	UNIT RELOCATION	L	LAB SERVICE	D EN^LRXO0	
1335	IBACM ADD CHARGE	Add a Charge	X	INTEGRATED BILLING		
1336	IBACM CANCEL CHARGE	Cancel a Charge	X	INTEGRATED BILLING	S IBNOD(0)=XQORNOD(0)	K IBNOD
1337	IBACM UPDATE CHARGE	Edit a Charge	X	INTEGRATED BILLING	S IBNOD(0)=XQORNOD(0)	K IBNOD
1338	IBACM ADD CHARGE ONE	Add a Charge	A	INTEGRATED BILLING	D ADD^IBECEA1	
1339	IBACM OP LINK	Integrated Billing link to Scheduling	A	INTEGRATED BILLING	D ^IBAMTS	
1340	IBACM CANCEL CHARGE ONE	Cancel a Charge	A	INTEGRATED BILLING	D CAN^IBECEA1	
1341	IBACM UPDATE CHARGE ONE	Update a charge.	A	INTEGRATED BILLING	D UPD^IBECEA1	
1342	LR UNIT LOG-IN/SEND-OUT	UNIT LOG-IN/SEND-OUT	L	LAB SERVICE	D EN^LRXO0	
1343	IB MEANS TEST BILLING	MEANS TEST BILLING	X	INTEGRATED BILLING	D ^IBAMTD	
1344	IB MEANS TEST EVENT	IB Edit a means test event	A		D ^IBAMTED	
1345	LR DONOR DEFERRAL	DONOR DEFERRAL	L	LAB SERVICE	D EN^LRXO0	
1346	LR HOMOLOGOUS WB DONATION	HOMOLOGOUS WB DONATION	L	LAB SERVICE	D EN^LRXO0	
1347	LR AUTOLOGOUS WHOLE BLOOD 1ST	AUTOLOGOUS WHOLE BLOOD 1ST	L	LAB SERVICE	D EN^LRXO0	
1348	LR AUTOLOGOUS WHOLE BLOOD NOT 1ST	AUTOLOGOUS WHOLE BLOOD NOT 1ST	L	LAB SERVICE	D EN^LRXO0	
1349	LR THERAPEUTIC PHLEBOTOMY	THERAPEUTIC PHLEBOTOMY	L	LAB SERVICE	D EN^LRXO0	
1350	LR DIRECTED WB DONATION	DIRECTED WB DONATION	L	LAB SERVICE	D EN^LRXO0	
1351	IBACM PASS CHARGE	Pass a Charge	A	INTEGRATED BILLING	D PASS^IBECEA1	
1352	RA OERR PROFILE	Rad/Nuc Med Profile	A	RADIOLOGY/NUCLEAR MEDICINE	Q:'$D(ORVP)  S RADFN=+ORVP,RAHEAD="**** RAD/NUC MED PATIENT EXAMS ****" S (RAF1,RAREPORT)=1 D ^RAPTLU Q:X["^"!'$D(RADUP)  D OERR^RAORDQ	K RAF1,RAREPORT D READ^ORUTL
1353	RA OERR DEFAULT PROTOCOL	Default Protocol for Rad/Nuc Med	O	RADIOLOGY/NUCLEAR MEDICINE	D ^RAORR	
1354	GMRAOR ALLERGY ENTER/EDIT	Enter/Edit Patient Allergies	A	ADVERSE REACTION TRACKING	N DFN S DFN=$S(ORVP[";DPT(":+ORVP,1:0) D:DFN>0 EN2^GMRAPEM0 K GMRAUSER,GMRAOUT	
1355	ORU PATIENT MOVMT	Review Orders on Patient Movement	A		I '$D(ORACTION) D REV^ORCHART(DFN)	
1356	ORU AUTOLIST	Update OE/RR Team Lists	A	ORDER ENTRY/RESULTS REPORTING	D EN^ORLP3AUT	
1364	ORB BLANK LINE1	   	A			
1365	ORB BLANK LINE2	   	A			
1366	ORB BLANK LINE3	   	A			
1367	ORB BLANK LINE4	   	A			
1370	ORR RELEASE/SIGN	Sign & Release	A		D MDVER^ORREV7	
1376	ORRP UNSIGNED	Unsigned Orders	A		S ORPRES="11;UNSIGNED ORDERS"	
1379	ORS 24HR SUMMARY	Daily Order Summary	A	ORDER ENTRY/RESULTS REPORTING	D DAY^ORPRS01() Q:$G(OREND)  S ORSSTRT(+XQORNOD)=ORSSTRT,ORSSTOP(+XQORNOD)=ORSSTOP	
1380	ORS RNG SUMMARY	Order Summary for Date/time Range	A	ORDER ENTRY/RESULTS REPORTING	D RANGE^ORPRS01() Q:$G(OREND)  S ORSSTRT(+XQORNOD)=ORSSTRT,ORSSTOP(+XQORNOD)=ORSSTOP	
1381	ORS CUSTOM SUMMARY	Customized Order Summary	A	ORDER ENTRY/RESULTS REPORTING	D CUSTOM^ORPRS01 Q:$G(OREND)  S ORSDG(+XQORNOD)=ORDG,ORPRES(+XQORNOD)=ORPRES D RANGE^ORPRS01() Q:$G(OREND)  S ORSSTRT(+XQORNOD)=ORSSTRT,ORSSTOP(+XQORNOD)=ORSSTOP	
1382	ORS CHART SUMMARY	Print Chart Copy Summary	A	ORDER ENTRY/RESULTS REPORTING	D RANGE^ORPRS01() Q:$G(OREND)  S ORSSTRT(+XQORNOD)=ORSSTRT,ORSSTOP(+XQORNOD)=ORSSTOP	
1383	ORS HEALTH SUMMARY	Health Summary	A	ORDER ENTRY/RESULTS REPORTING	D SELTYP^ORPRS13	
1384	ORS GRAPH LABS	Graph Lab Tests	A	ORDER ENTRY/RESULTS REPORTING	S LRCW=8,LRFLAG="",LRCTRL=0,(LRNSET,N)=80 D RANGE^ORPRS01() Q:$G(OREND)  S ORSSTRT(+XQORNOD)=+ORSSTRT,ORSSTOP(+XQORNOD)=+ORSSTOP D L2^LRDIST4 S:$D(LRSPEC) ORLRSPEC(+XQORNOD)=LRSPEC S:'$D(LRTEST) OREND=1 I X="^" S DUOUT=1 S:X="^^" DIROUT=1	
1385	ORS LAB INTERIM	Lab Results (Interim)	A	ORDER ENTRY/RESULTS REPORTING	D RANGE^ORPRS01() Q:$G(OREND)  S ORSSTRT(+XQORNOD)=+ORSSTRT,ORSSTOP(+XQORNOD)=+ORSSTOP	
1386	ORS VITALS REPORT	Vitals SF511 Report	A	ORDER ENTRY/RESULTS REPORTING	D RANGE^ORPRS01() Q:$G(OREND)  S ORSSTRT(+XQORNOD)=+ORSSTRT,ORSSTOP(+XQORNOD)=+ORSSTOP	
1387	ORS VITALS CUM REPORT	Vitals Cumulative Report	A	ORDER ENTRY/RESULTS REPORTING	D RANGE^ORPRS01() Q:$G(OREND)  S ORSSTRT(+XQORNOD)=+ORSSTRT,ORSSTOP(+XQORNOD)=+ORSSTOP	
1388	ORS BLOOD BANK	Blood Bank Report	A	ORDER ENTRY/RESULTS REPORTING	W !!,"Gets Patient Blood Bank Report."	
1389	ORS ANATOMIC PATH REPORT	Anatomic Pathology Report	A	ORDER ENTRY/RESULTS REPORTING	W !!,"Gets ALL Anatomic Pathology Tests for Patient."	
1403	ORB BLANK LINE11	   	L	ORDER ENTRY/RESULTS REPORTING		
1404	ORB BLANK LINE12	   	L	ORDER ENTRY/RESULTS REPORTING		
1405	ORB BLANK LINE13	   	L	ORDER ENTRY/RESULTS REPORTING		
1408	ORB BLANK LINE14	   	L	ORDER ENTRY/RESULTS REPORTING		
1409	ORB BLANK LINE15	   	L	ORDER ENTRY/RESULTS REPORTING		
1413	ORB BLANK LINE16	   	L	ORDER ENTRY/RESULTS REPORTING		
1421	ORB BLANK LINE17	   	L	ORDER ENTRY/RESULTS REPORTING		
1424	ORB BLANK LINE18	   	L	ORDER ENTRY/RESULTS REPORTING		
1427	ORB BLANK LINE19	   	L	ORDER ENTRY/RESULTS REPORTING		
1429	ORB BLANK LINE20	   	L	ORDER ENTRY/RESULTS REPORTING		
1432	ORB BLANK LINE21	   	L	ORDER ENTRY/RESULTS REPORTING		
1505	ORS AD HOC HEALTH SUMMARY	Ad Hoc Health Summary	A	ORDER ENTRY/RESULTS REPORTING	S X="GMTS HS ADHOC",DIC=142,DIC(0)="ZF" D ^DIC K DIC Q:+Y'>0  S GMTSTYP=+Y,GMTSTITL="AD HOC" D BUILD^GMTSADOR	
1544	ORS RX ACTION PROFILE	Outpatient RX Profile	A	ORDER ENTRY/RESULTS REPORTING		
1545	ORS REPORT MENU	Results Reporting menu	M	ORDER ENTRY/RESULTS REPORTING	S ORANSI=0,XQORFLG("SH")=1	D EXIT^ORPRS07
1575	ORB BLANK LINE5	   	A			
1576	ORB BLANK LINE6	   	A			
1577	ORB BLANK LINE7	   	A			
1578	ORB BLANK LINE8	   	A			
1579	ORB BLANK LINE9	   	A			
1580	ORB BLANK LINE10	   	A			
1593	OR GUA DC GENERIC ORDERS	DC Generic Orders on Discharge	A	ORDER ENTRY/RESULTS REPORTING	Q:$G(DGPMT)'=3  D EN1^ORMEVNT	
1594	OR GUA DC GENERIC ORDERS NOTASK	DC Generic Orders on Discharge (Untasked)	A	ORDER ENTRY/RESULTS REPORTING	Q:$G(DGPMT)'=3  D EN^ORMEVNT	
1595	OR GUA DC GEN ORD ON TRANS	DC Generic Orders on Transfer	A	ORDER ENTRY/RESULTS REPORTING	Q:$G(DGPMT)'=2  D EN1^ORMEVNT	
1596	OR GUA DC GEN ORD ON TRANS NOTASK	DC Generic Orders on Transfer (Untasked)	A	ORDER ENTRY/RESULTS REPORTING	Q:$G(DGPMT)'=2  D EN^ORMEVNT	
1598	GMRCM STATUS MENU	Select OE/RR status Menu	M	CONSULT/REQUEST TRACKING		
1599	GMRCOR CONSULT	Consult	O		D EN^GMRCP	
1600	GMRCT SAMPLE CONSULT TYPE	SAMPLE CONSULT TYPE	O		S GMRCEN="C" D EN^GMRCP	
1601	GMRCR SAMPLE PROCEDURE	GMRCR SAMPLE PROCEDURE	O	CONSULT/REQUEST TRACKING	S GMRCEN="R" D EN^GMRCP	
1602	GMRCURGENCY - INPATIENT	Inpatient Urgency Recommended Menu Selection	Q		S XQORM("A")="URGENCY: ",XQORM(0)="1A",XQORM("B")="Within 72 hours",XQORFLG("SH")=0 K XQORQUIT,XQORPOP	S GMRCU=X
1603	GMRCURGENCY - NOW	Now	O		Q	
1604	GMRCURGENCY - TODAY	Today	O		Q	
1605	GMRCURGENCY - WITHIN 24 HOURS	Within 24 hrs	O		Q	
1606	GMRCURGENCY - WITHIN 48 HOURS	Within 48 hrs	O		Q	
1607	GMRCURGENCY - WITHIN 72 HOURS	Within 72 hrs	O		Q	
1608	GMRCURGENCY - NEXT AVAILABLE	Next available	O		Q	
1609	GMRCURGENCYM - OUTPATIENT	Outpatient Urgency	M		Q	
1610	GMRCURGENCY - WITHIN 1 WEEK	Within 1 week	O		Q	
1611	GMRCURGENCY - WITHIN 1 MONTH	Within 1 mo	O		Q	
1612	GMRCPLACEM - INPATIENT	Inpatient Place of Consultation	Q			
1613	GMRCPLACE - BEDSIDE	Bedside	O			
1614	GMRCPLACE - ON CALL	Consultant's choice	O			
1615	GMRCPLACEM - OUTPATIENT	Outpatient Place of Consultation	Q			
1616	GMRCPLACE - EMERGENCY ROOM	Emergency room	O		Q	
1617	GMRCURGENCY - ROUTINE	Routine	O		Q	
1618	GMRCURGENCY - EMERGENCY	Emergency	O		Q	
1619	GMRCACTM USER REVIEW SCREEN	Consult/Request Review	M	CONSULT/REQUEST TRACKING		
1620	GMRCR ATRIAL LEAD IMPLANT	ATRIAL LEAD IMPLANT	O	CONSULT/REQUEST TRACKING	S GMRCEN="R" D EN^GMRCP	
1621	GMRCR ELECTROCARDIOGRAM	Electrocardiogram	O	CONSULT/REQUEST TRACKING	S GMRCEN="R" D EN^GMRCP	
1622	GMRCR ECHO	ECHO	O	CONSULT/REQUEST TRACKING	S GMRCEN="R" D EN^GMRCP	
1623	GMRCURGENCYM REQ - INPATIENT	Request Inpatient Urgency	M		S XQORM("A")="URGENCY: ",XQORM(0)="1A",XQORM("B")="Within 72 hours",XQORFLG("SH")=0	S GMRCU=X
1624	GMRCURGENCY - STAT	Stat	O		Q	
1625	GMRCR ELECTROPHYSIOLOGY	EP 	O	CONSULT/REQUEST TRACKING		
1626	GMRCR EXERCISE TOLERANCE TEST	Exercise Tolerance Test	A	CONSULT/REQUEST TRACKING	S GMRCEN="R" D EN^GMRCP	
1627	GMRCR GENERATOR IMPLANT	Generator Implant	O	CONSULT/REQUEST TRACKING		
1628	GMRCR HOLTER	Holter	O	CONSULT/REQUEST TRACKING	S GMRCEN="R" D EN^GMRCP	
1629	GMRCR PACEMAKER SURVEILLANCE	Pacemaker Surveillance	O	CONSULT/REQUEST TRACKING		
1630	GMRCR VENTRICAL LEAD IMPLANT	Ventrical Lead Implant	O	CONSULT/REQUEST TRACKING		
1631	GMRCR CATHETERIZATION	Catheterization	O	CONSULT/REQUEST TRACKING	S GMRCEN="R" D EN^GMRCP	
1632	GMRCR COLONOSCOPY	Colonoscopy	O	CONSULT/REQUEST TRACKING		
1633	GMRCR ESOPHAGOGASTRODUODENOSCOPY	EGD	O	CONSULT/REQUEST TRACKING		
1634	GMRCR ERCP	ERCP	O	CONSULT/REQUEST TRACKING	S GMRCEN="R" D EN^GMRCP	
1635	GMRCR LAPARASCOPY	Laparascopy	O	CONSULT/REQUEST TRACKING		
1636	GMRCR NON-ENDOSCOPIC GI PROCEDURE	Non-Endoscopic GI Proc	O	CONSULT/REQUEST TRACKING		
1637	GMRCR BONE MARROW ASPIRATE	Bone Marrow Aspirate	O	CONSULT/REQUEST TRACKING	S GMRCEN="R" D EN^GMRCP	
1638	GMRCR BONE MARROW BIOPSY	Bone Marrow Biopsy	O	CONSULT/REQUEST TRACKING	S GMRCEN="R" D EN^GMRCP	
1639	GMRCR BRONCHOSCOPY	Bronchoscopy	O	CONSULT/REQUEST TRACKING		
1640	GMRCR LARYNGOSCOPY	GMRCR SAMPLE PROCEDURE	O	CONSULT/REQUEST TRACKING	S GMRCEN="R" D EN^GMRCP	
1641	GMRCR LAVAGE	Lavage	O	CONSULT/REQUEST TRACKING	S GMRCEN="R" D EN^GMRCP	
1642	GMRCR PULMONARY FUNCTION TEST	Pulmonary Function Test	O	CONSULT/REQUEST TRACKING		
1643	GMRCOR REQUEST	Procedure	O		D EN^GMRCP	
1644	GMRCURGENCYM CSLT - INPATIENT	Consult Inpatient Urgency	Q			
1645	GMRCRM MEDICINE REQUEST TYPES	Medicine Procedure Types	Q	CONSULT/REQUEST TRACKING		
1646	GMRCACTM MEDICINE PKG MENU	Medicine/Consult Interface Menu	Q			
1647	GMRCR RHEUMATOLOGY	Rheumatology	O	CONSULT/REQUEST TRACKING		
1648	GMRCRM REQUEST TYPES	Procedures which may be ordered directly w/o consult	Q	CONSULT/REQUEST TRACKING		
1649	GMRCR UGI	UGI	O	CONSULT/REQUEST TRACKING	S GMRCEN="R" D EN^GMRCP	
1650	GMRCR THORACENTESIS	Thoracentesis	O	CONSULT/REQUEST TRACKING		
1651	GMRCR PARACENTESIS	Paracentesis	O	CONSULT/REQUEST TRACKING	S GMRCEN="R" D EN^GMRCP	
1652	GMRCT TPN	TPN	O		S GMRCEN="C" D EN^GMRCP	
1653	GMRCACTM PHARMACY PKG MENU	Pharmacy/TPN Interface Menu	Q	CONSULT/REQUEST TRACKING		
1654	GMRCACTM SERVICE ACTION MENU	Service Action Menu	Q	CONSULT/REQUEST TRACKING		
1655	GMRCACT ADD	Add original request	A	CONSULT/REQUEST TRACKING	D AD^GMRCA1	
1656	GMRCACT ASSOCIATE RESULTS	Associate Result	A	CONSULT/REQUEST TRACKING	D AR^GMRCMED("")	I $G(GMRCO) D REFRESH^GMRCMED(GMRCO)
1657	GMRCACT SELECT SERVICE	Service	A	CONSULT/REQUEST TRACKING	D SS^GMRCSLM,ENTRY^GMRCSLMA("HL")	D EXIT^GMRCSLMA("R")
1658	GMRCACT RESULTS DISPLAY	Results Display	A	CONSULT/REQUEST TRACKING	D RT^GMRCA1(""),ENTRY^GMRCSLMA("H")	D EXIT^GMRCSLMA("R")
1662	GMRCACT COMMENT ORDERS	Add Comment	A	CONSULT/REQUEST TRACKING	D COMMENT^GMRCA1(""),ENTRY^GMRCSLMA("")	D EXIT^GMRCSLMA("R")
1663	GMRCACT DETAIL DISPLAY	Detailed Order Display	A	CONSULT/REQUEST TRACKING	D DT^GMRCA1	
1664	GMRCACT NEW PATIENT	Select Patient	A	CONSULT/REQUEST TRACKING	D SP^GMRCSLM S VALMBCK="R" Q:$D(GMRCQUT)  D INIT^GMRCSLM,HDR^GMRCSLM	S VALMBCK="R",VALMBG=1 K GMRCSEL,GMRCO,GMRCND
1666	GMRCACT PRINT CONSULT FORM	Print Form 513	A	CONSULT/REQUEST TRACKING	S VALMBCK="R" D SEL^GMRCP5 Q:$D(GMRCQUT)  D EN^GMRCP5(GMRCND),ENTRY^GMRCSLMA("")	D EXIT^GMRCSLMA("R")
1667	GMRCACT SELECT STATUS	Select Status	A	CONSULT/REQUEST TRACKING	D ST^GMRCA1	
1668	GMRCACT REROUTE	Forward Request	A	CONSULT/REQUEST TRACKING	D FR^GMRCAFR	
1669	GMRCACT DISCONTINUE	Discontinue	A	CONSULT/REQUEST TRACKING	S GMRCA=6 D DC^GMRCA1("",GMRCA),ENTRY^GMRCSLMA("L")	D EXIT^GMRCSLMA("R")
1670	GMRCACT CANCEL REQUEST	Cancel (Deny)	A	CONSULT/REQUEST TRACKING	S GMRCA=19 D DC^GMRCA1("",GMRCA),ENTRY^GMRCSLMA("L")	D EXIT^GMRCSLMA("R")
1671	GMRCACT COMPLETE	Complete/Update	A	CONSULT/REQUEST TRACKING	D ENTER^GMRCTIU(""),ENTRY^GMRCSLMA("LH")	D EXIT^GMRCSLMA("R")
1672	GMRCACT RECEIVED REQUEST	Receive	A	CONSULT/REQUEST TRACKING	D RC^GMRCA1(""),ENTRY^GMRCSLMA("L")	D EXIT^GMRCSLMA("R")
1673	FHWMAS	Dietetics MAS Event Processor	X	DIETETICS	D ^FHWMAS	
1674	FHWN1	NPO Now	O	DIETETICS	D NOW^%DTC S D1=% D Q1^FHORDW1	
1675	FHWN2	NPO at Midnight	O	DIETETICS	D NOW^%DTC S D1=%\1_".2359" D Q1^FHORDW1	
1676	FHWD1	Regular Diet	O	DIETETICS	S FHOR=1 D Q1^FHORDW	
1677	FHWMENU	Dietetic Orders	Q	DIETETICS	S FHA1=0 D ^FHVER	
1678	LRX LAB ACTION	Lab Action	O	LAB SERVICE	D EN^LRXO0	
1679	LRX NEW TIME	New Collection Time	X	LAB SERVICE	S ^XUTL("OR",$J,"LRFNDATE")=1	
1680	LRX NEW COLLECTION TYPE	New Collection Type	X	LAB SERVICE	K LRFZX,LRSZX(1),LRZX(1),^XUTL("OR",$J,"LRZX") S ^XUTL("OR",$J,"LRFNDATE")=1	
1702	GMTS HS ADHOC	Health Summary Ad Hoc	A	HEALTH SUMMARY	W ! D MAIN^GMTSADOR	
1703	GMTS COMP DESC LIST	List Health Summary Component Descriptions	A	HEALTH SUMMARY	W ! S DIC="^GMT(142.1,",L=0,FLDS="[GMTS COMP DESC LIST]",BY=.01,FR="A",TO="zzzz" D EN1^DIP S DIR(0)="E" D ^DIR	
1704	GMTS HS BY PATIENT	Patient Health Summary	A	HEALTH SUMMARY	W ! S DIC("B")=$P($G(^GMT(142,+$G(^DISV(+$G(DUZ),"^GMT(142,")),0)),U),GMTSTYP=0 S:'$D(DFN) DFN=$S($D(ORVP):$P(ORVP,";"),1:"") D SELPT^GMTS:+DFN'>0,SELTYP^GMTS Q:GMTSTYP'>0  D HSOUT^GMTS	
1705	GMTS HS BY LOC	Hospital Location Health Summary	A	HEALTH SUMMARY	D MAIN^GMTSPD	
1706	GMTS USER	Health Summary User Menu	M	HEALTH SUMMARY		
1707	GMTS INFO ONLY MENU	Health Summary Information Menu	M	HEALTH SUMMARY		
1708	GMTS COMP INQ	Inquire about a Health Summary Component	A	HEALTH SUMMARY	W ! D ^GMTSCI S DIR(0)="E" D ^DIR	
1709	GMTS TYPE INQUIRE	Inquire about a Health Summary Type	A	HEALTH SUMMARY	W ! D ^GMTSRI W ! S DIR(0)="E" D ^DIR	
1710	GMTS BLO	Health Summary Brief Lab Orders	A	HEALTH SUMMARY	S:'$D(DFN)&$D(ORVP) DFN=+ORVP S GMTSPRM="BLO",GMTSTITL="BRIEF LAB ORDERS" D ENCWA^GMTS	
1711	GMTS ADR	Health Summary Adverse Reactions/Allergies	A	HEALTH SUMMARY	S:'$D(DFN)&$D(ORVP) DFN=+ORVP S GMTSPRM="ADR",GMTSTITL="ADVERSE REACTIONS/ALLERGIES" D ENCWA^GMTS	
1712	GMTS CW	Health Summary Clinical Warnings	A	HEALTH SUMMARY	S:'$D(DFN)&$D(ORVP) DFN=+ORVP S GMTSPRM="CW",GMTSTITL="CLINICAL WARNINGS" D ENCWA^GMTS	
1713	GMTS CN	Health Summary Crisis Notes	A	HEALTH SUMMARY	S:'$D(DFN)&$D(ORVP) DFN=+ORVP S GMTSPRM="CN",GMTSTITL="CRISIS NOTES" D ENCWA^GMTS	
1714	GMTS DIET	Health Summary Dietetics	A	HEALTH SUMMARY	S:'$D(DFN)&$D(ORVP) DFN=+ORVP S GMTSPRM="DI",GMTSTITL="DIETETICS" D ENCWA^GMTS	
1715	GMTS BA	Health Summary Blood Availability	A	HEALTH SUMMARY	S:'$D(DFN)&$D(ORVP) DFN=+ORVP S GMTSPRM="BA",GMTSTITL="BLOOD AVAILABILITY" D ENCWA^GMTS	
1716	GMTS BT	Health Summary Blood Transfusions	A	HEALTH SUMMARY	S:'$D(DFN)&$D(ORVP) DFN=+ORVP S GMTSPRM="BT",GMTSTITL="BLOOD TRANSFUSIONS" D ENCWA^GMTS	
1717	GMTS CH	Health Summary Chemistry & Hematology	A	HEALTH SUMMARY	S:'$D(DFN)&$D(ORVP) DFN=+ORVP S GMTSPRM="CH",GMTSTITL="CHEMISTRY & HEMATOLOGY" D ENCWA^GMTS	
